ID,Name,Age,CustomerSince,HighestSpend,ZipCode,HiddenScore,MonthlyAverageSpend,Level,Address,Email,Phone,DateOfBirth,AccountType,Balance,LoanAmount,Income
3786,Nathan Rodriguez,36,2015,48782,16903,332,2263.34,5,"5987 Herrera Prairie Suite 442, Blackmouth, LA 69233",nicholas03@example.com,1234571675,20-07-1949,Business,2566.87,11566.75,35672.22
3787,Zachary Hansen,35,2014,49296,12339,460,6960.66,3,"0960 Brown Cape, South Stanleyberg, VA 64340",cmathews@example.org,1234571676,23-05-1984,Checking,49669.09,20897.3,146727.4
3788,Emily Davis,34,2012,31301,57288,699,9436.74,3,"06737 Justin Keys Apt. 490, North Joshuachester, MI 53832",sanchezmichael@example.org,1234571677,06-03-1993,Savings,43854.03,13294.15,67798.42
3789,Lawrence Rivera II,31,2012,13160,38318,539,3682.49,4,"USS Bailey, FPO AP 56082",danielle65@example.org,1234571678,17-08-2004,Checking,32257.17,10195.31,24307.56
3790,Natalie Young,43,2022,25184,16993,531,7118.64,4,"PSC 7819, Box 1340, APO AE 31774",phillipthomas@example.com,1234571679,18-02-1950,Checking,1478.39,22611.78,88607.71
3791,John Hubbard MD,61,2015,31524,71795,822,4815.21,2,"9972 Ernest Bypass, Browntown, TX 82979",tbrown@example.net,1234571680,07-05-1981,Business,15792.31,19905.01,147072.06
3792,Lori Allen,18,2016,11687,16387,318,669.87,4,"5411 Hall Port Suite 991, Josephberg, NC 22363",haydenlauren@example.org,1234571681,26-06-1990,Savings,46680.46,2339.01,58369.77
3793,Michael Rogers,73,2021,5328,83395,796,2118.1,4,"73641 Kayla Dam Suite 672, South Teresabury, FM 41718",lopezkayla@example.org,1234571682,15-12-1994,Checking,1277.32,6448.94,128442.25
3794,Taylor Norris,58,2014,31271,42099,661,7774.61,5,"081 Sherri Dam, Conradside, FL 29743",angela35@example.com,1234571683,13-02-1987,Checking,32895.15,23262.13,142395.73
3795,Amy Kirby,73,2015,2804,43732,714,3811.57,5,"27057 Sharon Flats, North Miguelmouth, VI 33432",scook@example.net,1234571684,24-11-2004,Checking,20023.6,1460.85,66925.66
3796,Patricia Rivera,21,2017,31591,27560,505,7767.54,2,"9843 Nixon Trafficway, Jessefort, ND 63707",fbooker@example.com,1234571685,27-03-1977,Savings,14138.95,2663.44,126226.59
3797,Johnny Ferguson,51,2017,26211,53662,755,2334.99,1,"PSC 5140, Box 6712, APO AE 90753",brenda92@example.com,1234571686,18-02-2003,Business,23210.03,28281.4,134273.68
3798,Jessica Gordon,67,2023,41806,49764,325,5161.9,3,"691 Frederick Lane Apt. 287, Lake Anthony, FL 23058",sonyamoore@example.com,1234571687,07-06-1982,Savings,39802.17,22159.7,23284.21
3799,Sean Smith,67,2016,6126,39065,802,9837.4,2,"59173 Rebecca Brook, Port Gregory, PA 15991",cynthia71@example.org,1234571688,14-08-1960,Business,22569.84,28819.36,53500.42
3800,Lindsey Nolan,22,2012,4368,67633,600,7692.12,2,"407 Nash Streets, Stephaniehaven, FL 06014",nfaulkner@example.org,1234571689,01-02-2005,Business,34348.57,6351.47,40490.16
3801,Mrs. Allison Nash MD,74,2019,31322,10810,797,9032.33,5,"60050 Santiago Glens, East Jason, TX 55988",nicholsbrady@example.org,1234571690,09-01-1980,Business,1219.79,21543.13,49725.59
3802,Steven Sims,18,2017,39252,11234,464,1485.54,4,"USS Brown, FPO AP 43529",elizabethmorgan@example.com,1234571691,18-12-2003,Savings,27844.78,17964.71,59940.09
3803,Melvin Ortiz III,58,2013,6408,84370,658,3403.25,5,"4457 Adam Springs, West Rogerside, SD 84644",clarkecourtney@example.net,1234571692,19-12-2005,Checking,37992.45,15926.75,107281.21
3804,Richard Washington,36,2014,8384,85921,552,1968.58,4,"844 Marvin Park Suite 983, Michaelshire, CA 04705",robertsummers@example.com,1234571693,17-05-1984,Business,7242.47,24073.18,140946.94
3805,Jeffrey Simpson,27,2022,38465,43703,437,5084.85,5,"089 Mccann Camp Suite 372, Hinestown, RI 67168",ehunter@example.net,1234571694,07-03-1962,Business,23226.56,13395.08,60736.18
3806,Jonathan Daniels,67,2016,11030,68648,780,5467.17,1,"8210 Williams Fall Apt. 579, New Kristaside, MA 32452",rbrock@example.com,1234571695,04-01-2003,Savings,12878.91,22806.17,118449.84
3807,John Howard,27,2020,44501,53596,306,4670.96,4,"07667 Hudson Forge Suite 684, Lake Gregory, IL 34884",eugenemartin@example.com,1234571696,14-11-1954,Business,2949.73,14169.33,60203.31
3808,Carrie Douglas,71,2023,29801,59232,837,615.46,1,"90058 Gillespie Shore, Hamiltonstad, NV 83178",tonya64@example.org,1234571697,27-10-1964,Checking,46549.96,27431.05,94952.64
3809,Todd Wilson,66,2016,11264,64323,469,6152.69,2,"1695 Marvin Walks Apt. 958, Gwendolynville, MD 31459",zfuller@example.org,1234571698,20-08-1976,Business,27020.65,11833.69,38581.3
3810,Christian Nichols,50,2017,48794,52921,724,8009.95,5,"222 Keller River Suite 580, Jamesside, ND 78145",scottcampbell@example.net,1234571699,15-05-1983,Business,26251.59,21605.7,147117.77
3811,Yvette Blair,26,2010,38212,42934,624,6450.73,3,"26689 Lisa Crescent Apt. 994, Andreaport, MH 90291",stephanie53@example.com,1234571700,12-11-1954,Business,17619.74,23451.02,118446.71
3812,Mark West,25,2015,3267,14178,474,5806.02,4,"73055 Diaz Drive Suite 515, Lake Jamesstad, MD 23714",nburton@example.net,1234571701,15-04-2006,Checking,16149.73,15330.72,122187.97
3813,Jonathan Martinez,39,2022,9182,23617,413,8396.01,2,"Unit 4612 Box 6576, DPO AP 43806",tanyafuller@example.com,1234571702,04-05-2000,Checking,18380.64,26151.4,24530.32
3814,Allison Gross,18,2023,3869,12322,576,7224.78,1,"19776 Joseph Course Suite 651, Lake Marcusberg, OH 27289",kathleenjones@example.com,1234571703,28-10-1982,Checking,42438.47,27266.58,119135.12
3815,Elizabeth Butler,65,2017,29319,54639,600,8411.91,2,"120 Lauren Oval Apt. 284, East Jennifer, IN 88993",carlos34@example.com,1234571704,06-05-1949,Business,37918.26,13132.71,116443.38
3816,Michael Lamb,70,2015,25470,73262,804,9141,1,"4134 Wells Hill, Port Scottbury, OH 80065",tanderson@example.com,1234571705,15-07-1990,Savings,13832.52,8431.49,82590.38
3817,Randy Skinner,38,2020,23460,92107,812,7108.82,5,"0149 Willis Canyon Suite 072, Walkerside, MA 22995",alan89@example.org,1234571706,23-09-1989,Savings,41483.39,1851.51,24834.55
3818,Kyle Boyle,71,2010,9008,67722,548,5489.86,3,"15526 Gerald Club Suite 693, Andrewstown, AZ 81158",mcbrideashley@example.net,1234571707,10-08-1960,Savings,35904.15,29046.52,54237.07
3819,Cristina Duncan,27,2015,25348,34095,453,9807.39,4,"781 Erin Street Suite 228, Madisonport, OR 82908",hailey16@example.net,1234571708,19-05-1997,Savings,47317.59,5186.16,68071.46
3820,Walter Mccormick,39,2017,28207,93166,618,4433.47,4,"8984 Carter Passage Suite 276, New Benjaminview, PA 89751",donna89@example.com,1234571709,25-05-1972,Savings,24782.61,28457.64,51658.14
3821,Kimberly Pena,55,2015,33577,41948,416,2351.75,5,"968 Smith Fields, Lake Wayneshire, KY 17126",knguyen@example.com,1234571710,10-12-1996,Business,36713.7,28751.42,132203.58
3822,Krista Mueller,66,2020,41277,22717,784,5902.91,5,"3616 Maurice Shoals Apt. 210, West Tiffanychester, NY 21030",veronicawilliams@example.net,1234571711,21-01-1971,Business,10927.89,826.63,29704.3
3823,Kristi Powers,22,2020,7708,18315,624,7302.14,2,"31759 Sanders Cliffs, New John, IA 41644",melissabarnes@example.org,1234571712,13-11-1988,Checking,6430.19,25308.51,96729.1
3824,Samantha Robinson,23,2017,4929,27217,444,4016.57,1,"440 Hammond Bypass Apt. 028, Lake Donaldview, MP 29208",mwatson@example.net,1234571713,14-01-1991,Checking,47506.9,27596.46,109113.66
3825,Roger Norman,41,2011,13641,43516,674,920.04,4,"50262 Arnold Alley, Leeside, AR 17108",littlepatricia@example.com,1234571714,21-08-2000,Business,49388.59,16201.45,73648.86
3826,Crystal Beard,31,2011,9185,66045,424,6662.85,5,"1075 Alexander Mountain Apt. 044, North Natalie, CA 55315",tylerjohnson@example.org,1234571715,01-07-1991,Checking,48275.41,20463.2,30971.38
3827,Kathy Perez MD,34,2023,12610,11899,719,6510.94,2,"775 Eaton Hollow, Salazarland, MT 29146",april61@example.org,1234571716,22-07-1966,Checking,20604.09,9190.83,125803.65
3828,Monica Martinez,46,2021,31013,24732,816,2791.65,1,"6000 Logan Views, New Barbara, PR 91293",gainesjustin@example.org,1234571717,19-10-1961,Business,27370.58,2869.38,92648.71
3829,Linda Robertson,39,2023,1700,75742,847,6221.76,2,"39605 Charles Key, New Dalton, OK 84340",qbarnes@example.net,1234571718,11-11-1979,Business,27810.58,13896.53,26902.27
3830,Lori Henry,61,2018,33374,75148,334,655.69,5,"0928 Foster Locks Suite 450, North David, MH 92329",hammondcynthia@example.org,1234571719,13-07-1974,Business,42377.23,12606.38,68446.75
3831,Michael Marsh,49,2014,28343,46748,389,6478.85,3,"564 Christian Rapid Suite 305, North Jonathanfurt, MS 20884",thomasjoseph@example.net,1234571720,22-09-1961,Business,26592.62,8991.49,42506.47
3832,Michael Fischer,48,2020,36424,82323,642,9173.04,5,"53018 Johnson Well Apt. 002, East Calebport, PA 24289",kchapman@example.org,1234571721,13-02-1985,Savings,24747.34,5786.45,72936.75
3833,Julia Rivera,52,2014,9943,87193,746,7465.01,1,"21404 Brian Crest Apt. 690, East Juan, NH 75415",shaneyoung@example.com,1234571722,15-07-1987,Checking,11752.52,16656.55,69037.4
3834,Morgan Fitzpatrick,51,2019,40081,90411,466,1187.66,1,"7638 Christina Valley, Port Jane, KY 51033",jeffreylong@example.org,1234571723,20-02-1960,Savings,18664.2,1458.41,149776.14
3835,Kyle Torres,23,2016,42195,95861,600,5310.03,4,"079 Maureen Turnpike Apt. 757, Lake Deborah, PW 69194",omartin@example.com,1234571724,07-03-2000,Business,40554.44,236.47,20535.98
3836,Norman Gonzalez,23,2023,2067,50218,644,9825.3,2,"27628 Patterson Flats, South Jeffrey, PW 31071",hbryant@example.com,1234571725,04-12-1997,Business,22019.4,17758.44,125132.03
3837,Garrett Frank,38,2015,48854,38835,476,3577.05,1,"801 Brian Corners, Lake Antonio, AS 32525",sarah73@example.net,1234571726,13-08-1973,Savings,48243.69,7967.58,72674.77
3838,Logan Smith,46,2020,10175,25487,402,1907.14,5,"73410 David Branch Apt. 195, Marshallmouth, MH 35867",ricksmall@example.net,1234571727,19-09-1955,Business,25042.31,16671.01,119740.04
3839,Alyssa Smith,42,2020,46670,97645,670,1790.32,2,"24055 Ramirez Spur, North Kelly, ID 89920",zwilliams@example.com,1234571728,11-12-1965,Savings,42598.04,29493.39,66061.95
3840,Patricia Allen,67,2017,48577,32336,742,1476.76,2,"56369 Miller Ports Apt. 422, Brandyside, VI 22485",michaeldavid@example.com,1234571729,19-09-2002,Savings,30743.64,12193.73,135093.85
3841,Anna Johnson,43,2011,45850,97300,836,5716.7,4,"6399 Lucas Falls Apt. 161, East Sharonfort, GA 02282",martinshawn@example.com,1234571730,31-05-2001,Savings,24318.57,21147.89,128037.43
3842,Jacob Hunt,52,2015,27415,95010,721,8338.53,5,"7868 Charles Mountain, Lake Coltonstad, VA 74570",pwong@example.net,1234571731,13-08-1974,Checking,33613.09,17329.73,63336.71
3843,Michael Henderson,48,2020,8179,27342,458,7264.28,5,"91600 Sullivan Bypass Apt. 464, North Elizabeth, IL 02180",michaelarocha@example.com,1234571732,20-05-2000,Savings,18498.37,12015.98,70727.23
3844,Ricky Davis,53,2017,9144,91629,577,5778.35,2,"02917 Romero Roads Apt. 571, South Briannaview, MP 91822",bhunt@example.org,1234571733,02-05-1980,Checking,41702.53,26488.43,44969.89
3845,Christian Gallagher,45,2020,34200,10451,321,9598.32,4,"7943 Billy Roads, Watsontown, UT 54858",ajenkins@example.net,1234571734,14-08-2003,Savings,28175.43,23671.09,105710
3846,Rebecca Coffey,51,2016,36054,30913,575,6419.32,4,"8876 Mark Crossing, Jamesburgh, NE 20482",laurafrancis@example.org,1234571735,07-01-1989,Business,19804.16,17851.42,64227.47
3847,Thomas Vazquez,22,2018,16079,24332,329,7849.09,3,"102 Smith Gardens, New Gabriel, MP 10828",ismith@example.net,1234571736,12-02-1986,Checking,26109.17,9884.13,28864.99
3848,William Wilson,32,2010,47581,89578,723,1709.1,5,"311 Kristin Hill, Rayfurt, NC 73331",kayla37@example.net,1234571737,11-07-1980,Savings,28938.88,22763.33,29060.56
3849,Michael Allen,27,2016,17248,21883,523,1283.99,1,"0998 Walsh Hollow Apt. 956, East Josephville, NM 75223",kimberlysilva@example.org,1234571738,21-12-1954,Checking,9429.64,23903.58,21668.98
3850,Timothy Stephenson,59,2018,40126,94134,477,4263.75,1,"1336 Alan Crossroad, North Seanton, IA 16769",pattersonjenna@example.net,1234571739,10-09-1949,Business,15871.73,4209.22,43901.1
3851,Eric Montgomery,43,2015,2634,94856,580,7197.86,4,"2742 Gonzalez Mountains Apt. 389, Humphreystad, CO 29519",gallegosrobert@example.com,1234571740,04-01-1977,Savings,34319.79,22458.82,113117.13
3852,Sheila Lane,71,2020,8529,84815,623,6858.84,4,"048 Theresa Estate, North Michaeltown, VT 77994",cortezbobby@example.com,1234571741,30-09-2005,Checking,1295.23,14728.87,22751.59
3853,Tammy Lopez,73,2010,44575,83706,320,9143.59,1,"7770 Elizabeth Shoal, Josephborough, CT 99104",lindanielsen@example.org,1234571742,06-03-1992,Savings,39168.27,3562.23,146993.52
3854,Gary Howe,50,2015,6412,48731,323,7943.57,4,"36135 Lori Track Suite 156, Port Alicia, MI 62569",tracy23@example.net,1234571743,12-05-1985,Checking,32310.22,23537.13,147193.01
3855,Julia Jones,38,2022,3566,78182,635,1812.21,5,"2001 Daniel Mission, North Hannahfurt, MS 05709",jaredray@example.com,1234571744,22-12-1970,Checking,42083.88,23652.42,64361.36
3856,Andrew Lee,27,2010,43914,71433,731,2533.99,4,"719 Anthony Center, Larrymouth, TN 16524",aaronlopez@example.com,1234571745,11-06-1984,Checking,24639.55,8357.24,145548.25
3857,John Strickland,74,2019,41168,63169,362,2973.06,4,"1553 Henry Mountains, East Matthewland, IA 09284",karen36@example.net,1234571746,29-11-1974,Business,22612.7,18161.56,40731.96
3858,Michael Hicks,22,2017,22434,11344,321,1932.07,4,"199 Eric Vista, South Ashleyfurt, SD 57979",keith98@example.org,1234571747,23-12-1991,Checking,8606.71,7070.75,21142.91
3859,Alexandria Pugh,27,2018,13529,27564,524,8146.25,1,"6404 Ware Orchard Suite 079, Patriciahaven, PW 09718",zachary62@example.org,1234571748,14-08-1964,Savings,47798.98,1395.63,99582.64
3860,James Taylor,27,2019,24911,40168,754,6305.88,5,"5108 Brian Fields, Christopherton, RI 61488",acostajennifer@example.org,1234571749,13-07-1997,Checking,42166.65,23484.43,100462.94
3861,Ebony Sanchez,20,2016,8484,84539,435,6886.53,1,"873 Holly Centers, Port Sheilaburgh, WI 69845",lorimeyers@example.net,1234571750,18-11-1948,Savings,38771.68,14692.08,137331.33
3862,Robert Clark,42,2013,21679,36923,842,1006.46,2,"40083 Judith Inlet, Charlotteview, NH 69203",aaronchang@example.net,1234571751,30-06-1962,Business,7878.16,899.78,123889.28
3863,Robert Myers,59,2020,9404,73235,337,6660.37,1,"549 Christian Brooks Apt. 024, Moranhaven, TN 06819",curtisward@example.com,1234571752,03-10-1953,Checking,15633.19,13228.79,40584.07
3864,Rachel Golden,54,2021,21850,66090,473,7775.45,3,"48687 Sanchez Forest Suite 478, Martinland, NJ 76005",sarahpetty@example.net,1234571753,03-07-1991,Savings,28190.58,23969.67,58538.86
3865,Courtney Meyers,25,2010,15685,90939,668,8326.95,2,"292 Gloria Glen, Christyport, NE 60082",emma67@example.net,1234571754,22-07-1950,Business,39095.64,16448.04,106239.83
3866,Kristin Moore,60,2014,39536,83949,516,2497.75,1,"123 Chan Keys Apt. 139, Molinaview, MP 77972",andersonkent@example.org,1234571755,19-07-2001,Savings,34034.24,23755.3,77664.57
3867,Linda Howard,22,2018,4259,66035,796,6638.05,1,"421 Tiffany Falls Suite 332, Jessicamouth, ME 82063",reynoldsmegan@example.org,1234571756,21-07-1950,Checking,49448.37,11957.94,103255.02
3868,Jocelyn Hall,51,2022,45950,42792,534,6316.55,1,"145 Sanchez Cliff, Lake Kimberlymouth, MI 24268",bclark@example.org,1234571757,10-04-1996,Checking,31853.72,223.97,66407.2
3869,Susan Short,35,2018,35371,40774,457,6232.06,4,"08256 Robert Branch Apt. 287, North Jeremiahland, OK 85989",boydmeghan@example.net,1234571758,29-11-1965,Checking,22699.9,15178.09,31778.58
3870,Randy Yates,54,2013,36608,86444,387,5981.18,5,"42855 Meza Viaduct, South Deborah, ME 52201",herbert77@example.com,1234571759,10-07-1992,Checking,14108.39,4275.6,28472.03
3871,Chris Bennett,37,2019,33114,78966,652,2933.34,5,"73819 Melissa Common Apt. 939, East Jennifer, CO 96341",gordontheresa@example.net,1234571760,02-12-1953,Checking,47365.59,23343.91,101627.98
3872,Heidi Campbell,40,2018,7625,13096,346,1347.77,4,"52630 Mann Street, Munozland, OR 73938",cstevenson@example.net,1234571761,07-10-2005,Business,19907.52,24982.16,91393.47
3873,Ashley York,60,2013,38977,94612,382,7719.74,2,"09701 Humphrey Greens, Lake Michael, VT 61550",cherrera@example.net,1234571762,03-07-1971,Business,30981.11,19786.16,95803.41
3874,Nichole Herrera,73,2020,9577,62479,756,2315.84,4,"09125 Ronald Views Apt. 028, Meganfurt, NM 18110",garymercado@example.net,1234571763,08-10-1958,Checking,4775.93,2810.68,133851.4
3875,Nicole Todd,64,2011,44384,59524,599,3676.77,4,"Unit 4162 Box 8998, DPO AP 59806",lacey36@example.com,1234571764,28-08-1999,Checking,4243.45,8146.57,58547.28
3876,Chad Sanchez,48,2018,45903,28925,566,2091.88,2,"44962 Tina Skyway, West Anna, CA 40410",johnsonphillip@example.org,1234571765,22-08-2006,Savings,16168.08,10755.97,92036.99
3877,Joseph Rowe,43,2016,39541,92748,732,8564.95,3,"3435 Jill Trafficway Apt. 253, Hoodhaven, IL 24469",gshaw@example.net,1234571766,11-11-1954,Savings,3669.79,10288.75,83316.49
3878,Nathan Reynolds,55,2011,22488,54285,567,1965.55,5,"PSC 4934, Box 3957, APO AA 28328",daniel73@example.com,1234571767,21-03-1998,Checking,21792.36,4382.76,110430.72
3879,Denise Williams,70,2018,32320,25138,598,1210.48,1,"51051 Angela Haven, West Kristinfurt, LA 67953",jessicaryan@example.net,1234571768,05-10-1991,Checking,23755.96,13050.79,58752.87
3880,Shelley Wells,38,2010,11039,42333,499,4477.26,1,"308 Jessica Drives, Millerside, KY 34702",steven98@example.net,1234571769,26-02-1980,Business,4655.86,17770.73,28339.47
3881,Keith Morales,65,2014,34262,20210,470,8855.62,2,"6268 Deleon Dam, West Erica, FM 26128",ngray@example.org,1234571770,25-12-1964,Checking,18112.38,413.12,70953.39
3882,Jessica Brown,60,2015,12726,37254,636,3066.32,3,"USNS Stone, FPO AP 22555",rogerpalmer@example.com,1234571771,19-01-1967,Business,46133.26,10116.46,114189.99
3883,Angela Harris,75,2015,32969,58044,561,5237.01,5,"75109 Jennifer Creek, Frazierton, CT 24367",jessicaharmon@example.net,1234571772,04-12-1980,Savings,189.87,16107.97,43212.61
3884,Laura Holt,57,2010,43038,67255,780,1762.03,2,"2681 Lee Vista Apt. 172, North John, CT 78595",tfernandez@example.com,1234571773,16-11-2001,Business,33369.75,23667.91,21630.83
3885,Jesse Guerrero,47,2017,23771,27869,763,5092.59,5,"91835 Jessica Isle, Port Haydenfurt, WI 55725",joshua99@example.com,1234571774,09-01-2000,Savings,8390.17,18556.9,95783.01
3886,Rose Khan,50,2020,9856,94515,550,1573.12,2,"64089 Avila Manor, East Diana, HI 98910",svillanueva@example.org,1234571775,01-10-1969,Savings,39114,4280.74,45141.13
3887,Rebecca Morgan,40,2021,3898,33518,786,8842.07,1,"Unit 1563 Box 6481, DPO AA 54679",hughesgerald@example.net,1234571776,14-11-1990,Checking,8626.29,21983.16,125394.17
3888,Steven Davis,32,2022,46173,25319,783,1415.75,1,"15897 Heather Camp Suite 859, Brettshire, PA 30312",iwelch@example.org,1234571777,04-03-1978,Checking,27211.38,8407.08,128964.07
3889,Jordan Alvarez,67,2012,12227,20524,541,997.41,3,"31848 Gordon Villages, Nguyenborough, MH 30805",justin83@example.org,1234571778,04-03-1980,Savings,901.94,23797.35,40404.79
3890,Tammy Jones,50,2018,46430,73146,505,6286.33,1,"2045 Vasquez Land, Lake Amberton, TX 76141",stronggary@example.org,1234571779,06-09-1978,Business,38183.29,6831.92,132843.81
3891,Dennis Downs,20,2019,19263,17039,719,3688.67,3,"53219 Burke Isle Apt. 024, Lake Joseph, PW 30469",stacybarton@example.com,1234571780,24-03-1992,Checking,8316.41,17276.1,60868.64
3892,Rachel Frank,64,2010,23761,53309,593,6314.4,2,"71579 Jeremy Club Apt. 855, North Matthewton, MT 26266",alvarezdakota@example.org,1234571781,05-02-1976,Savings,11360.88,7533.28,33078.07
3893,Samantha Duncan,42,2019,23246,19481,526,8980.51,5,"81647 Jose Fields, Kellychester, UT 92516",zbutler@example.com,1234571782,24-06-1968,Checking,43295.5,23575.27,118309.24
